k,silhouette,davies_bouldin,calinski_harabasz,inertia
2,0.29426857434610904,1.3881566637869065,364.1222914638454,1971.879693718317
4,0.27595077164080967,1.252682820366636,294.52662698609385,1356.1653213102632
5,0.26937899927137,1.1937590840209409,291.36892603547034,1159.0754630491417
3,0.21526240796115803,1.5164228745155572,300.15805974033873,1634.7742716394785
