actor,region,dmu,dea_score_filled,rc_viability_score,margin_score,asset_utilization_score,cost_burden_score,crisis_resilience_score,cluster_support_score,readiness_score,readiness_label,vote_ready,vote_high_risk,label_reason
Rice Miller,Indramayu,4,0.8995603597564128,1.0,0.9809523809523809,0.9523809523809523,0.9714285714285714,1.0,1.0,0.9622490603078763,Recommended,4,0,balanced domain indicators
Rice Miller,Indramayu,5,0.5170181599297301,0.9783833871368118,0.6857142857142857,0.9238095238095239,0.6761904761904762,0.5,1.0,0.7210202206443767,Recommended,3,0,balanced domain indicators
Rice Miller,Indramayu,6,0.2074223720142197,1.0,0.7619047619047619,0.7904761904761904,0.7523809523809524,0.625,1.0,0.6493100449375993,Conditional,3,1,low DEA efficiency
Rice Miller,Indramayu,7,0.43201995821102784,0.9573959548741738,0.6476190476190476,0.8761904761904762,0.638095238095238,0.25,1.0,0.6433470832000479,Conditional,2,1,high crisis sensitivity
Rice Miller,Indramayu,8,0.21585197681856547,0.9300861632256707,0.580952380952381,0.5047619047619047,0.5714285714285714,0.25,1.0,0.5258918733097514,Conditional,1,1,low DEA efficiency; high crisis sensitivity
Rice Miller,Indramayu,9,0.24552012125827943,0.8219771289708453,0.3904761904761905,0.6,0.38095238095238093,0.0,1.0,0.4566228907430815,Conditional,1,2,low DEA efficiency; weak margin health; high crisis sensitivity
Rice Miller,Indramayu,10,0.19317818954556226,0.8481156266963341,0.4380952380952381,0.5238095238095238,0.4285714285714286,0.0,1.0,0.44567182029817354,Conditional,1,2,low DEA efficiency; high crisis sensitivity
Rice Miller,Indramayu,11,0.33086272528669086,0.8303909503446093,0.41904761904761906,0.7428571428571429,0.4095238095238095,0.0,1.0,0.5024798647977863,Conditional,1,2,low DEA efficiency; high crisis sensitivity
Rice Miller,Indramayu,12,0.18124277476950837,0.8224953071828114,0.4,0.7523809523809524,0.3904761904761904,0.0,1.0,0.45410998910551004,Conditional,1,2,low DEA efficiency; high crisis sensitivity
Rice Miller,Indramayu,13,0.23473098069302883,0.8114283490457261,0.3619047619047619,0.6190476190476191,0.35238095238095235,0.0,0.0,0.34889544020753005,Not Recommended,1,2,low DEA efficiency; weak margin health; high crisis sensitivity
Rice Miller,Indramayu,14,0.20453575075195057,0.8952934877884952,0.5142857142857142,0.44285714285714284,0.5047619047619047,0.25,1.0,0.4993479942118556,Conditional,1,1,low DEA efficiency; high crisis sensitivity
Rice Miller,Indramayu,15,0.101972363233323,0.8434397223644533,0.42857142857142855,0.21904761904761905,0.419047619047619,0.0,0.0,0.28547012963336377,Not Recommended,1,2,low DEA efficiency; high crisis sensitivity; weak asset utilization
Rice Miller,Indramayu,16,0.03300210562777326,0.6726268019171243,0.12380952380952381,0.09523809523809523,0.11428571428571432,0.0,0.0,0.17252123016699492,Not Recommended,0,4,low DEA efficiency; weak margin health; high crisis sensitivity
Rice Miller,Indramayu,17,0.0521154681301693,0.7229411764705882,0.19047619047619047,0.10476190476190476,0.18095238095238098,0.0,0.0,0.1992704947807875,Not Recommended,0,4,low DEA efficiency; weak margin health; high crisis sensitivity
Rice Miller,Karawang,1,0.6196958919884792,0.8512859884836852,0.44761904761904764,0.8666666666666667,0.4380952380952381,0.0,1.0,0.6099754891028046,Conditional,1,1,high crisis sensitivity
Rice Miller,Karawang,2,0.425881827701031,0.8644899218126278,0.4857142857142857,0.8476190476190476,0.47619047619047616,0.0,1.0,0.5582815802918825,Conditional,1,2,high crisis sensitivity
Rice Miller,Karawang,3,0.2886749223476796,0.7596962405832761,0.2571428571428571,0.5666666666666667,0.24761904761904763,0.0,0.0,0.3337798200590544,Not Recommended,0,4,low DEA efficiency; weak margin health; high crisis sensitivity
Rice Miller,Karawang,4,0.2726850084847922,0.7712778519962806,0.26666666666666666,0.5666666666666667,0.2571428571428571,0.0,0.0,0.3327277396113605,Not Recommended,0,4,low DEA efficiency; weak margin health; high crisis sensitivity
Rice Miller,Karawang,5,0.16475681377998108,0.8602478081473922,0.4666666666666667,0.3142857142857143,0.4571428571428572,0.0,0.0,0.3229051771920442,Not Recommended,1,2,low DEA efficiency; high crisis sensitivity; weak asset utilization
Rice Miller,Karawang,6,0.20885186789502097,0.7355979862085639,0.21904761904761905,0.4666666666666667,0.20952380952380956,0.0,0.0,0.28929896713402864,Not Recommended,0,4,low DEA efficiency; weak margin health; high crisis sensitivity
Rice Miller,Karawang,7,0.15320605507397644,0.7790649519205374,0.2857142857142857,0.2857142857142857,0.2761904761904762,0.0,0.0,0.2732033783348718,Not Recommended,0,4,low DEA efficiency; weak margin health; high crisis sensitivity
Rice Miller,Karawang,8,0.10928356218061121,0.7110348302528473,0.1523809523809524,0.2761904761904762,0.1428571428571429,0.0,0.0,0.2254682251809433,Not Recommended,0,4,low DEA efficiency; weak margin health; high crisis sensitivity
Rice Miller,Karawang,9,0.21793915308065073,0.8027259633737849,0.34285714285714286,0.38095238095238093,0.33333333333333337,0.0,0.0,0.31545074812276175,Not Recommended,1,2,low DEA efficiency; weak margin health; high crisis sensitivity
Rice Miller,Karawang,10,0.09185902956753686,0.7436650763233824,0.22857142857142856,0.3238095238095238,0.21904761904761905,0.0,0.0,0.24295739080160422,Not Recommended,0,4,low DEA efficiency; weak margin health; high crisis sensitivity
Rice Miller,Karawang,11,0.1278427747938355,0.7146832101775248,0.1619047619047619,0.26666666666666666,0.1523809523809524,0.0,0.0,0.2322418554260366,Not Recommended,0,4,low DEA efficiency; weak margin health; high crisis sensitivity
Rice Miller,Karawang,12,0.13982344433185276,0.7245221679941702,0.2,0.24761904761904763,0.19047619047619047,0.0,0.0,0.24161337166029465,Not Recommended,0,4,low DEA efficiency; weak margin health; high crisis sensitivity
Rice Miller,Karawang,13,0.06249559589067033,0.6045859255456066,0.10476190476190476,0.11428571428571428,0.09523809523809523,0.0,0.0,0.16680872101917957,Not Recommended,0,4,low DEA efficiency; weak margin health; high crisis sensitivity
Rice Miller,Karawang,14,0.010066156696575483,0.23922426100650035,0.01904761904761905,0.009523809523809525,0.00952380952380949,0.0,0.0,0.054674223019796526,Not Recommended,0,4,low DEA efficiency; weak R/C viability; weak margin health
Rice Miller,Subang,1,0.6413002467516098,1.0,0.9238095238095239,0.8380952380952381,0.9142857142857143,0.875,1.0,0.8460210264064353,Recommended,3,0,balanced domain indicators
Rice Miller,Subang,2,0.6839476992055273,1.0,0.7904761904761904,0.780952380952381,0.780952380952381,0.75,1.0,0.8143509764283248,Recommended,3,0,balanced domain indicators
Rice Miller,Subang,3,0.6401247576412605,1.0,0.9714285714285714,0.7714285714285715,0.9619047619047619,1.0,1.0,0.8648945701495211,Recommended,3,0,balanced domain indicators
Rice Miller,Subang,4,0.5457188228767782,1.0,0.7714285714285715,0.7238095238095238,0.7619047619047619,0.625,1.0,0.7455608849582717,Recommended,3,0,balanced domain indicators
Rice Miller,Subang,5,0.3488308003656292,0.9270202944701884,0.5714285714285714,0.6571428571428571,0.5619047619047619,0.25,1.0,0.5789818704322979,Conditional,1,1,low DEA efficiency; high crisis sensitivity
Rice Miller,Subang,6,0.497815091076195,0.9619249130157834,0.6666666666666666,0.819047619047619,0.6571428571428571,0.375,1.0,0.679884271830777,Conditional,2,1,high crisis sensitivity
Rice Miller,Subang,7,0.6587242152134113,1.0,0.9428571428571428,0.8571428571428571,0.9333333333333333,0.875,1.0,0.8560101217068805,Recommended,3,0,balanced domain indicators
Rice Miller,Subang,8,0.5808023021647771,1.0,0.8857142857142857,0.6952380952380952,0.8761904761904762,0.75,1.0,0.7891216430303855,Recommended,3,0,balanced domain indicators
Rice Miller,Subang,9,0.5793953738285363,1.0,0.8952380952380953,0.6666666666666666,0.8857142857142857,0.875,1.0,0.8060209931009419,Recommended,3,0,balanced domain indicators
Rice Miller,Subang,10,0.5055748975341606,1.0,0.780952380952381,0.8095238095238095,0.7714285714285715,0.75,1.0,0.7622677073554862,Recommended,3,0,balanced domain indicators
Rice Miller,Subang,11,0.5818029971907689,1.0,0.9047619047619048,0.6476190476190476,0.8952380952380953,0.875,1.0,0.8062670896334211,Recommended,3,0,balanced domain indicators
Rice Miller,Subang,12,0.6123722228800343,1.0,0.8666666666666667,0.7619047619047619,0.8571428571428572,0.75,1.0,0.8024021430544864,Recommended,3,0,balanced domain indicators
Rice Miller,Subang,13,0.3141358544024563,0.9424778385369196,0.6190476190476191,0.4857142857142857,0.6095238095238096,0.25,1.0,0.5616648954566922,Conditional,2,1,low DEA efficiency; high crisis sensitivity
Rice Miller,Subang,14,0.43766209370166215,1.0,0.9619047619047619,0.5523809523809524,0.9523809523809523,1.0,1.0,0.7808224376343081,Recommended,3,1,balanced domain indicators
Rice Miller,Subang,15,0.4600348212188689,1.0,0.8761904761904762,0.5904761904761905,0.8666666666666667,0.75,1.0,0.7409866368418511,Recommended,3,1,balanced domain indicators
Rice Miller,Subang,16,0.6682189378505499,1.0,0.9523809523809523,0.7047619047619048,0.9428571428571428,0.875,1.0,0.8450490146884982,Recommended,3,0,balanced domain indicators
Rice Miller,Subang,17,0.21207198581344677,0.7189758838204348,0.18095238095238095,0.5428571428571428,0.17142857142857137,0.0,0.0,0.2888453439366924,Not Recommended,0,4,low DEA efficiency; weak margin health; high crisis sensitivity
Rice Miller,Subang,18,0.2980332719124799,0.9448545179384906,0.6285714285714286,0.42857142857142855,0.6190476190476191,0.25,1.0,0.5530237423042993,Conditional,2,1,low DEA efficiency; high crisis sensitivity
Rice Miller,Subang,19,0.22060743866611152,0.7462615382228882,0.24761904761904763,0.6857142857142857,0.23809523809523814,0.0,0.0,0.3211488249586968,Not Recommended,0,4,low DEA efficiency; weak margin health; high crisis sensitivity
Rice Miller,Subang,20,0.12450905571586428,0.7156209102262477,0.17142857142857143,0.22857142857142856,0.16190476190476188,0.0,0.0,0.2290483273314374,Not Recommended,0,4,low DEA efficiency; weak margin health; high crisis sensitivity
Rice Miller,Subang,21,0.11564403432433358,0.6710441327488192,0.11428571428571428,0.37142857142857144,0.10476190476190472,0.0,0.0,0.22318775113277822,Not Recommended,0,4,low DEA efficiency; weak margin health; high crisis sensitivity
Rice Miller,Tasikmalaya,1,0.8080852602084765,0.8756192150795312,0.5047619047619047,0.9809523809523809,0.49523809523809526,0.0,1.0,0.691358944887973,Conditional,2,1,high crisis sensitivity
Rice Miller,Tasikmalaya,2,0.3891308203865668,0.8123014135685466,0.37142857142857144,0.9047619047619048,0.36190476190476195,0.0,1.0,0.5253900050201555,Conditional,1,2,low DEA efficiency; weak margin health; high crisis sensitivity
Rice Miller,Tasikmalaya,3,0.7951553181706363,1.0,0.8285714285714286,0.9714285714285714,0.819047619047619,0.75,1.0,0.8724751668797625,Recommended,3,0,balanced domain indicators
Rice Miller,Tasikmalaya,4,0.4087336350711223,0.8608256520928048,0.47619047619047616,0.9333333333333333,0.4666666666666667,0.0,1.0,0.5595471257018024,Conditional,1,2,high crisis sensitivity
Rice Miller,Tasikmalaya,5,0.4388762335276947,0.9907812155126123,0.7047619047619048,0.9428571428571428,0.6952380952380952,0.5,1.0,0.7048191131608309,Recommended,3,1,balanced domain indicators
Rice Miller,Tasikmalaya,6,0.2344266742640311,0.8046848486954479,0.3523809523809524,0.8285714285714286,0.34285714285714286,0.0,0.0,0.3669792577325846,Not Recommended,1,2,low DEA efficiency; weak margin health; high crisis sensitivity
Rice Miller,Tasikmalaya,7,0.2943313932346731,0.8955213831276356,0.5238095238095238,0.7142857142857143,0.5142857142857142,0.25,1.0,0.554903694595929,Conditional,1,1,low DEA efficiency; high crisis sensitivity
Rice Miller,Tasikmalaya,8,0.2864205015106791,0.7797105385945297,0.29523809523809524,0.7333333333333333,0.2857142857142857,0.0,0.0,0.3594873057911573,Not Recommended,0,4,low DEA efficiency; weak margin health; high crisis sensitivity
Rice Miller,Tasikmalaya,9,0.3275671782575102,0.9418076148857997,0.6095238095238096,0.8,0.6,0.25,1.0,0.5955602478829845,Conditional,2,1,low DEA efficiency; high crisis sensitivity
Rice Miller,Tasikmalaya,10,0.3253655632604654,0.9846545342058498,0.6952380952380952,0.5333333333333333,0.6857142857142857,0.5,1.0,0.6271596234383572,Conditional,3,1,low DEA efficiency
Rice Miller,Tasikmalaya,11,0.1326019851629797,0.7856457093827562,0.3047619047619048,0.3619047619047619,0.2952380952380952,0.0,0.0,0.2788144993302071,Not Recommended,0,3,low DEA efficiency; weak margin health; high crisis sensitivity
Rice Miller,Tasikmalaya,12,0.12102518165825503,0.8012403100775194,0.3333333333333333,0.3476190476190476,0.32380952380952377,0.0,0.0,0.2813175212748852,Not Recommended,1,2,low DEA efficiency; weak margin health; high crisis sensitivity
Rice Miller,Tasikmalaya,13,0.1793203703795104,1.0,0.819047619047619,0.49523809523809526,0.8095238095238095,0.75,1.0,0.6386770634948055,Conditional,3,1,low DEA efficiency
Rice Miller,Tasikmalaya,14,0.16369555668598207,0.9015487792360325,0.5428571428571428,0.44285714285714284,0.5333333333333333,0.25,0.0,0.3926327085672868,Not Recommended,1,1,low DEA efficiency; high crisis sensitivity; weak cluster support
Rice Miller,Tasikmalaya,15,0.24403724766650753,0.9612834224598931,0.6571428571428571,0.41904761904761906,0.6476190476190475,0.375,1.0,0.5621940492681213,Conditional,2,1,low DEA efficiency; high crisis sensitivity
Rice Miller,Tasikmalaya,16,0.10980554827460848,0.7740328193643741,0.2761904761904762,0.3333333333333333,0.2666666666666667,0.0,0.0,0.26251013311716215,Not Recommended,0,4,low DEA efficiency; weak margin health; high crisis sensitivity
Rice Miller,Tasikmalaya,17,0.16749929935456387,0.7988860613062647,0.3142857142857143,0.3476190476190476,0.3047619047619048,0.0,0.0,0.291931763972384,Not Recommended,0,3,low DEA efficiency; weak margin health; high crisis sensitivity
Rice Miller,Tasikmalaya,18,0.21758275834245142,0.9520823436262866,0.638095238095238,0.3047619047619048,0.6285714285714286,0.25,0.0,0.4193817724184689,Conditional,2,1,low DEA efficiency; high crisis sensitivity; weak asset utilization
Rice Miller,Tasikmalaya,19,0.1487260563364254,0.8571656686626745,0.45714285714285713,0.2571428571428571,0.4476190476190476,0.0,0.0,0.3103366649191768,Not Recommended,1,2,low DEA efficiency; high crisis sensitivity; weak asset utilization
Rice Miller,Tasikmalaya,20,0.12412648975523298,0.8254902719931889,0.4095238095238095,0.23809523809523808,0.4,0.0,0.0,0.2875740965633029,Not Recommended,1,2,low DEA efficiency; high crisis sensitivity; weak asset utilization
Rice Miller,Tasikmalaya,21,0.17135118215464096,0.9011709601873535,0.5333333333333333,0.1619047619047619,0.5238095238095238,0.25,0.0,0.3653300228743392,Not Recommended,1,1,low DEA efficiency; high crisis sensitivity; weak asset utilization
Rice Miller,Tasikmalaya,22,0.11921992810342097,0.8151578947368421,0.38095238095238093,0.13333333333333333,0.37142857142857144,0.0,0.0,0.26927374785458513,Not Recommended,1,2,low DEA efficiency; weak margin health; high crisis sensitivity
Rice Miller,Tasikmalaya,23,0.08206351685336126,0.9970626344733416,0.7238095238095238,0.19047619047619047,0.7142857142857143,0.5,0.0,0.4266506295697243,Conditional,3,1,low DEA efficiency; weak asset utilization; weak cluster support
Rice Miller,Tasikmalaya,24,0.10228287045650727,0.9131313131313131,0.5523809523809524,0.14285714285714285,0.5428571428571429,0.25,0.0,0.34795398090607194,Not Recommended,1,1,low DEA efficiency; high crisis sensitivity; weak asset utilization
Rice Miller,Tasikmalaya,25,0.028518813942009853,0.4108506071768702,0.02857142857142857,0.08571428571428572,0.01904761904761909,0.0,0.0,0.10358290847511988,Not Recommended,0,4,low DEA efficiency; weak margin health; high crisis sensitivity
Rice Miller,Tasikmalaya,26,0.07402357134836292,0.9703227979643753,0.6761904761904762,0.12380952380952381,0.6666666666666667,0.375,0.0,0.3863311548069077,Not Recommended,2,1,low DEA efficiency; high crisis sensitivity; weak asset utilization
Rice Miller,Tasikmalaya,27,0.06396950400840057,0.5450332293457744,0.09523809523809523,0.06666666666666667,0.08571428571428574,0.0,0.0,0.149149878024056,Not Recommended,0,4,low DEA efficiency; weak margin health; high crisis sensitivity
Rice Miller,Tasikmalaya,28,0.03206096089991504,0.4499065086107974,0.0380952380952381,0.0761904761904762,0.02857142857142858,0.0,0.0,0.11293292332546734,Not Recommended,0,4,low DEA efficiency; weak margin health; high crisis sensitivity
Rice Miller,Tasikmalaya,29,0.026343681377225522,0.48526776737610566,0.047619047619047616,0.01904761904761905,0.03809523809523807,0.0,0.0,0.11400427693600786,Not Recommended,0,4,low DEA efficiency; weak margin health; high crisis sensitivity
Middlemen,Garut,1,0.20440870018233914,0.6222222222222222,0.33653846153846156,0.33653846153846156,0.32692307692307687,0.0,0.0,0.2699016698837616,Not Recommended,0,3,low DEA efficiency; weak margin health; high crisis sensitivity
Middlemen,Garut,2,0.18338981070343535,0.586046511627907,0.2403846153846154,0.2403846153846154,0.23076923076923073,0.0,0.0,0.23232239938276586,Not Recommended,0,4,low DEA efficiency; weak margin health; high crisis sensitivity
Middlemen,Garut,3,0.05776796634664144,0.2897812968537633,0.009615384615384616,0.009615384615384616,0.0,0.0,0.0,0.07769049542859124,Not Recommended,0,4,low DEA efficiency; weak R/C viability; weak margin health
Middlemen,Garut,4,0.1108662251655629,0.37985611510791367,0.028846153846153848,0.028846153846153848,0.019230769230769273,0.0,0.0,0.11644262903279007,Not Recommended,0,4,low DEA efficiency; weak R/C viability; weak margin health
Middlemen,Garut,5,0.15863606040390563,0.5552699228791773,0.22115384615384615,0.22115384615384615,0.21153846153846156,0.0,0.0,0.21393326423546868,Not Recommended,0,4,low DEA efficiency; weak margin health; high crisis sensitivity
Middlemen,Garut,6,0.1585386644769036,0.5552276741924007,0.21153846153846154,0.21153846153846154,0.20192307692307687,0.0,0.0,0.21149174956616662,Not Recommended,0,4,low DEA efficiency; weak margin health; high crisis sensitivity
Middlemen,Garut,7,0.24885242002616245,0.5176470588235295,0.16346153846153846,0.16346153846153846,0.15384615384615385,0.0,0.0,0.21905052238793923,Not Recommended,0,4,low DEA efficiency; weak margin health; high crisis sensitivity
Middlemen,Garut,8,0.14069475571492607,0.437720207253886,0.0673076923076923,0.0673076923076923,0.05769230769230771,0.0,0.0,0.14657939124217811,Not Recommended,0,4,low DEA efficiency; weak margin health; high crisis sensitivity
Middlemen,Garut,9,0.36955408388520966,0.6211764705882353,0.3269230769230769,0.3269230769230769,0.3173076923076923,0.0,0.0,0.3168322885139792,Not Recommended,0,3,low DEA efficiency; weak margin health; high crisis sensitivity
Middlemen,Garut,10,0.20631994084298746,0.5028571428571429,0.1346153846153846,0.1346153846153846,0.125,0.0,0.0,0.19612125697817095,Not Recommended,0,4,low DEA efficiency; weak margin health; high crisis sensitivity
Middlemen,Garut,11,0.10435172872340426,0.3694460641399417,0.019230769230769232,0.019230769230769232,0.009615384615384581,0.0,0.0,0.11000242375270194,Not Recommended,0,4,low DEA efficiency; weak R/C viability; weak margin health
Middlemen,Garut,12,0.1753225613405147,0.4536708860759494,0.08653846153846154,0.08653846153846154,0.07692307692307687,0.0,0.0,0.1649655610019597,Not Recommended,0,4,low DEA efficiency; weak margin health; high crisis sensitivity
Middlemen,Garut,13,0.3275037347940528,0.6065796344647519,0.28846153846153844,0.28846153846153844,0.27884615384615385,0.0,0.0,0.29168243194655086,Not Recommended,0,4,low DEA efficiency; weak margin health; high crisis sensitivity
Middlemen,Garut,14,0.2485273159144893,0.5893953488372092,0.25961538461538464,0.25961538461538464,0.25,0.0,0.0,0.2573411106956348,Not Recommended,0,4,low DEA efficiency; weak margin health; high crisis sensitivity
Middlemen,Garut,15,0.20044061302681992,0.5089156626506024,0.15384615384615385,0.15384615384615385,0.14423076923076927,0.0,0.0,0.20037685489970494,Not Recommended,0,4,low DEA efficiency; weak margin health; high crisis sensitivity
Middlemen,Garut,16,0.263551637279597,0.589003984063745,0.25,0.25,0.24038461538461542,0.0,0.0,0.25936628799662814,Not Recommended,0,4,low DEA efficiency; weak margin health; high crisis sensitivity
Middlemen,Garut,17,0.3225743051206706,0.6023529411764705,0.2692307692307692,0.2692307692307692,0.2596153846153846,0.0,0.0,0.2845505720791876,Not Recommended,0,4,low DEA efficiency; weak margin health; high crisis sensitivity
Middlemen,Garut,18,0.49372404681011695,0.7865921787709497,0.6634615384615384,0.6634615384615384,0.6538461538461539,0.0,1.0,0.5713010344126096,Conditional,1,3,high crisis sensitivity
Middlemen,Garut,19,0.4895686154721273,0.7847146615347764,0.6538461538461539,0.6538461538461539,0.6442307692307692,0.0,1.0,0.5672750554101319,Conditional,1,3,high crisis sensitivity
Middlemen,Garut,20,0.48792202947211344,0.7839643652561248,0.6442307692307693,0.6442307692307693,0.6346153846153846,0.0,1.0,0.5642271742005512,Conditional,1,3,high crisis sensitivity
Middlemen,Garut,21,0.7314737136465324,0.8101265822784811,0.7115384615384616,0.7115384615384616,0.7019230769230769,0.0,0.5,0.6093520459342714,Conditional,2,1,high crisis sensitivity
Middlemen,Garut,22,0.2294291133550417,0.7505330490405118,0.5961538461538461,0.5961538461538461,0.5865384615384616,0.0,0.0,0.36797380535307644,Not Recommended,0,3,low DEA efficiency; high crisis sensitivity; weak cluster support
Middlemen,Garut,23,0.43760498051229185,0.7591495846039933,0.6057692307692307,0.6057692307692307,0.5961538461538461,0.0,1.0,0.5345537187667939,Conditional,1,3,high crisis sensitivity
Middlemen,Garut,24,0.7468236973590293,0.8115273775216139,0.7211538461538461,0.7211538461538461,0.7115384615384616,0.0,0.5,0.6166410462504932,Conditional,2,1,high crisis sensitivity
Middlemen,Indramayu,1,0.4669939745592503,0.9906191369606004,0.9230769230769231,0.9230769230769231,0.9134615384615384,0.5,1.0,0.743991250529126,Recommended,3,1,balanced domain indicators
Middlemen,Indramayu,2,0.3309024940313578,0.7284231040081275,0.5576923076923077,0.5576923076923077,0.5480769230769231,0.0,0.0,0.38437844593410975,Not Recommended,0,3,low DEA efficiency; high crisis sensitivity; weak cluster support
Middlemen,Indramayu,3,0.32324067988188754,0.6847847015985005,0.46153846153846156,0.46153846153846156,0.45192307692307687,0.0,0.0,0.34931375966888173,Not Recommended,0,3,low DEA efficiency; high crisis sensitivity; weak cluster support
Middlemen,Indramayu,4,0.35073951188494934,0.7055180773574115,0.49038461538461536,0.49038461538461536,0.4807692307692307,0.0,0.0,0.3689216228831209,Not Recommended,0,3,low DEA efficiency; high crisis sensitivity; weak cluster support
Middlemen,Indramayu,5,0.4086859081263234,0.7430119500433426,0.5673076923076923,0.5673076923076923,0.5576923076923077,0.0,1.0,0.5130350855234886,Conditional,0,3,high crisis sensitivity
Middlemen,Indramayu,6,0.36390511964385086,0.7147208121827411,0.5192307692307693,0.5192307692307693,0.5096153846153846,0.0,1.0,0.48192339063739575,Conditional,0,3,low DEA efficiency; high crisis sensitivity
Middlemen,Indramayu,7,0.25047878961984105,0.704,0.4807692307692308,0.4807692307692308,0.47115384615384615,0.0,0.0,0.33613594457825996,Not Recommended,0,3,low DEA efficiency; high crisis sensitivity; weak cluster support
Middlemen,Indramayu,8,0.4224487108262338,1.0,0.9423076923076923,0.9423076923076923,0.9326923076923077,0.625,1.0,0.7560615363247931,Recommended,3,1,balanced domain indicators
Middlemen,Indramayu,9,0.23533513270355377,0.6821705426356589,0.4326923076923077,0.4326923076923077,0.42307692307692313,0.0,0.0,0.31520772526127483,Not Recommended,0,3,low DEA efficiency; high crisis sensitivity; weak cluster support
Middlemen,Indramayu,10,0.22160236533997527,0.7148659626320064,0.5288461538461539,0.5288461538461539,0.5192307692307692,0.0,0.0,0.3416654405899323,Not Recommended,0,3,low DEA efficiency; high crisis sensitivity; weak cluster support
Middlemen,Indramayu,11,0.2227117922520221,0.6629001883239172,0.41346153846153844,0.41346153846153844,0.40384615384615385,0.0,0.0,0.3027589599557747,Not Recommended,0,3,low DEA efficiency; high crisis sensitivity; weak cluster support
Middlemen,Indramayu,12,0.5859959415584415,0.9661610268378062,0.9038461538461539,0.9038461538461539,0.8942307692307693,0.375,1.0,0.7512425262966321,Recommended,2,0,high crisis sensitivity
Middlemen,Indramayu,13,0.4756773958901619,1.0,0.9711538461538461,0.9711538461538461,0.9615384615384616,0.875,1.0,0.8167416803055101,Recommended,3,1,balanced domain indicators
Middlemen,Indramayu,14,0.32649104205425755,1.0,0.9519230769230769,0.9519230769230769,0.9423076923076923,0.75,1.0,0.7484280818470465,Recommended,3,1,low DEA efficiency
Middlemen,Indramayu,15,0.991941600303375,1.0,0.9807692307692307,0.9807692307692307,0.9711538461538461,1.0,1.0,0.9927747877833201,Recommended,4,0,balanced domain indicators
Middlemen,Indramayu,16,1.0,0.8681533244270886,0.8076923076923077,0.8076923076923077,0.7980769230769231,0.0,1.0,0.7755537418084947,Recommended,3,1,high crisis sensitivity
Middlemen,Karawang,1,0.5861624649859944,0.9101486748545572,0.8461538461538461,0.8461538461538461,0.8365384615384616,0.25,1.0,0.7069169360051714,Recommended,2,0,high crisis sensitivity
Middlemen,Karawang,2,0.16216274859891883,0.8126410835214447,0.7307692307692307,0.7307692307692307,0.7211538461538461,0.0,0.0,0.3938693489762723,Not Recommended,2,2,low DEA efficiency; high crisis sensitivity; weak cluster support
Middlemen,Karawang,3,0.20908158371522967,0.683111954459203,0.4423076923076923,0.4423076923076923,0.4326923076923077,0.0,0.0,0.30992378908333257,Not Recommended,0,3,low DEA efficiency; high crisis sensitivity; weak cluster support
Middlemen,Karawang,4,0.5415631469979297,0.8934010152284264,0.8173076923076923,0.8173076923076923,0.8076923076923077,0.25,1.0,0.6829760702219874,Conditional,2,0,high crisis sensitivity
Middlemen,Karawang,5,0.29880386466846504,0.7184873949579832,0.5384615384615384,0.5384615384615384,0.5288461538461539,0.0,0.0,0.3679540230075208,Not Recommended,0,3,low DEA efficiency; high crisis sensitivity; weak cluster support
Middlemen,Karawang,6,0.607519233560749,0.8602851323828921,0.7884615384615384,0.7884615384615384,0.7788461538461539,0.0,1.0,0.6514281811601877,Conditional,2,1,high crisis sensitivity
Middlemen,Karawang,7,0.5969306252852579,0.9142857142857143,0.8557692307692307,0.8557692307692307,0.8461538461538461,0.25,1.0,0.7133786381350279,Recommended,2,0,high crisis sensitivity
Middlemen,Karawang,8,0.26575575768270315,0.6846846846846847,0.4519230769230769,0.4519230769230769,0.4423076923076923,0.0,0.0,0.3296444334725171,Not Recommended,0,3,low DEA efficiency; high crisis sensitivity; weak cluster support
Middlemen,Karawang,9,0.18017537092396918,0.6521739130434783,0.40384615384615385,0.40384615384615385,0.3942307692307693,0.0,0.0,0.28544893234742486,Not Recommended,0,3,low DEA efficiency; high crisis sensitivity; weak cluster support
Middlemen,Karawang,10,0.3985904761904762,0.8436189334931097,0.7788461538461539,0.7788461538461539,0.7692307692307692,0.0,1.0,0.5830124680173033,Conditional,2,2,low DEA efficiency; high crisis sensitivity
Middlemen,Karawang,11,0.1645643284051589,0.40551724137931033,0.038461538461538464,0.038461538461538464,0.028846153846153855,0.0,0.0,0.14008813141279436,Not Recommended,0,4,low DEA efficiency; weak margin health; high crisis sensitivity
Middlemen,Karawang,12,0.45412326388888885,0.7610810810810811,0.6153846153846154,0.6153846153846154,0.6057692307692308,0.0,1.0,0.5422993492290368,Conditional,1,3,high crisis sensitivity
Middlemen,Karawang,13,0.22798400024902338,0.6452674897119342,0.36538461538461536,0.36538461538461536,0.3557692307692307,0.0,0.0,0.28879485186324766,Not Recommended,0,3,low DEA efficiency; weak margin health; high crisis sensitivity
Middlemen,Karawang,14,0.569880174291939,0.8431137724550899,0.7692307692307693,0.7692307692307693,0.7596153846153846,0.0,1.0,0.6318944990862919,Conditional,2,1,high crisis sensitivity
Middlemen,Subang,1,0.28246234725774366,0.5382696177062375,0.18269230769230768,0.18269230769230768,0.17307692307692313,0.0,0.0,0.2380657046416475,Not Recommended,0,4,low DEA efficiency; weak margin health; high crisis sensitivity
